Id,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,TotalBsmtSF,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,GarageType,GarageCars,GarageArea,WoodDeckSF,PoolArea,SalePrice
912,RL,,9286,Pave,,IR1,CollgCr,1Fam,1Story,5,7,1977,1989,Gable,1268,SBrkr,1268,0,1268,1,1,3,1,5,Detchd,1,252,173,0,143500
913,RM,51,6120,Pave,,Reg,BrkSide,1Fam,1Story,5,7,1925,1950,Gable,768,SBrkr,1015,0,1015,1,0,3,1,6,Detchd,1,450,0,0,88000
914,RH,82,6270,Pave,,Reg,Crawfor,Duplex,2Story,5,6,1949,1950,Gable,1001,FuseA,1001,1001,2002,2,0,4,2,8,2Types,3,871,0,0,145000
915,FV,30,3000,Pave,Pave,Reg,Somerst,TwnhsE,2Story,6,5,2009,2009,Gable,612,SBrkr,612,612,1224,2,1,2,1,4,Detchd,2,528,0,0,173733
916,RM,21,2001,Pave,,Reg,MeadowV,Twnhs,2Story,4,5,1970,1970,Gable,546,SBrkr,546,546,1092,1,1,3,1,6,Attchd,1,286,0,0,75000
917,C (all),50,9000,Pave,,Reg,IDOTRR,1Fam,1Story,2,3,1949,1950,Gable,480,FuseA,480,0,480,0,0,1,1,4,Detchd,1,308,0,0,35311
918,RL,,17140,Pave,,Reg,Edwards,1Fam,1Story,4,6,1956,1956,Gable,1134,FuseA,1229,0,1229,1,0,3,1,6,Attchd,1,284,0,0,135000
919,RL,103,13125,Pave,,IR1,SawyerW,1Fam,2Story,7,5,1991,1991,Gable,1104,SBrkr,912,1215,2127,2,1,4,1,8,Attchd,3,833,72,0,238000
920,RL,87,11029,Pave,,IR1,NAmes,1Fam,1Story,6,8,1958,2002,Hip,1184,SBrkr,1414,0,1414,1,0,3,1,6,Attchd,2,601,0,0,176500
921,RL,70,8462,Pave,,IR1,SawyerW,1Fam,2Story,6,5,1994,1994,Gable,928,SBrkr,936,785,1721,2,1,3,1,7,Attchd,2,471,300,0,201000
922,RL,67,8777,Pave,,Reg,Edwards,Duplex,1.5Fin,5,7,1900,2003,Gable,1272,SBrkr,1272,928,2200,2,2,4,2,9,,0,0,0,0,145900
923,RL,65,10237,Pave,,Reg,Gilbert,1Fam,1Story,6,5,2005,2006,Gable,1316,SBrkr,1316,0,1316,2,0,3,1,6,Attchd,2,397,100,0,169990
924,RL,50,8012,Pave,,Reg,SawyerW,TwnhsE,1Story,6,5,1993,1994,Gable,1604,SBrkr,1617,0,1617,2,0,2,1,5,Attchd,2,533,0,0,193000
925,RL,79,10240,Pave,,Reg,NWAmes,1Fam,1Story,6,6,1980,1980,Gable,1686,SBrkr,1686,0,1686,2,0,3,1,7,Attchd,2,612,384,0,207500
926,RL,,15611,Pave,,IR1,NWAmes,1Fam,1Story,5,6,1977,1977,Gable,1126,SBrkr,1126,0,1126,2,0,3,1,6,Attchd,2,540,180,0,175000
927,RL,93,11999,Pave,,Reg,NridgHt,1Fam,2Story,8,5,2003,2004,Hip,1181,SBrkr,1234,1140,2374,2,1,4,1,10,BuiltIn,3,656,104,0,285000
928,RL,,9900,Pave,,Reg,NWAmes,1Fam,2Story,7,5,1968,1968,Gable,832,SBrkr,1098,880,1978,2,1,4,1,9,Attchd,2,486,0,0,176000
929,RL,,11838,Pave,,Reg,CollgCr,1Fam,1Story,8,5,2001,2001,Hip,1753,SBrkr,1788,0,1788,2,0,3,1,7,Attchd,2,522,202,0,236500
930,RL,,13006,Pave,,IR1,Gilbert,1Fam,2Story,7,5,1997,1997,Gable,964,SBrkr,993,1243,2236,2,1,4,1,8,BuiltIn,2,642,0,0,222000
931,RL,73,8925,Pave,,IR1,Timber,1Fam,1Story,8,5,2007,2007,Gable,1466,SBrkr,1466,0,1466,2,0,3,1,7,Attchd,3,610,100,0,201000
932,RL,70,9100,Pave,,Reg,NAmes,1Fam,1Story,5,6,1965,1965,Gable,925,SBrkr,925,0,925,1,0,2,1,5,Detchd,1,429,0,0,117500
933,RL,84,11670,Pave,,IR1,Somerst,1Fam,1Story,9,5,2006,2006,Hip,1905,SBrkr,1905,0,1905,2,0,3,1,8,Attchd,3,788,0,0,320000
934,RL,63,8487,Pave,,Reg,CollgCr,1Fam,1Story,7,5,2004,2004,Gable,1500,SBrkr,1500,0,1500,2,0,3,1,6,Attchd,2,570,192,0,190000
935,RL,313,27650,Pave,,IR2,NAmes,1Fam,1Story,7,7,1960,2007,Flat,585,SBrkr,2069,0,2069,2,0,4,1,9,Attchd,2,505,0,0,242000
936,RL,52,5825,Pave,,IR1,BrkSide,1Fam,1Story,4,5,1926,1953,Gable,600,SBrkr,747,0,747,1,0,1,1,5,Detchd,2,528,0,0,79900
937,RL,67,10083,Pave,,Reg,SawyerW,1Fam,1Story,7,5,2003,2003,Gable,1176,SBrkr,1200,0,1200,2,0,2,1,5,Attchd,2,555,0,0,184900
938,RL,75,9675,Pave,,Reg,Somerst,1Fam,2Story,7,5,2005,2005,Gable,1113,SBrkr,1113,858,1971,2,1,3,1,8,Attchd,2,689,0,0,253000
939,RL,73,8760,Pave,,Reg,CollgCr,1Fam,2Story,7,5,2006,2006,Gable,1391,SBrkr,1391,571,1962,2,1,3,1,7,Attchd,3,868,0,0,239799
940,RL,,24090,Pave,,Reg,ClearCr,1Fam,2Story,7,7,1940,1950,Gable,1032,SBrkr,1207,1196,2403,2,0,4,1,10,Attchd,1,349,56,0,244400
941,RL,55,12640,Pave,,IR1,Mitchel,Duplex,1Story,6,5,1976,1976,Gable,1728,SBrkr,1728,0,1728,2,0,4,2,8,Attchd,2,574,40,0,150900
942,RL,,8755,Pave,,IR1,Gilbert,1Fam,2Story,7,5,1999,1999,Gable,992,SBrkr,1022,1038,2060,2,1,3,1,8,BuiltIn,2,390,0,0,214000
943,RL,42,7711,Pave,,IR1,Edwards,Duplex,1Story,4,3,1977,1977,Gable,1440,SBrkr,1440,0,1440,2,0,4,2,8,,0,0,321,0,150000
944,RL,100,25000,Pave,,Reg,Mitchel,Duplex,1Story,5,4,1967,1967,Gable,1632,SBrkr,1632,0,1632,2,0,4,2,8,Attchd,2,576,0,0,143000
945,RL,,14375,Pave,,IR1,Timber,1Fam,SLvl,6,6,1958,1958,Gable,819,FuseA,1344,0,1344,1,0,3,1,7,Basment,2,525,0,0,137500
946,RM,98,8820,Pave,,Reg,OldTown,1Fam,1.5Fin,5,6,1890,1996,Hip,1088,SBrkr,1188,561,1869,1,0,2,1,7,Detchd,2,456,48,0,124900
947,RL,70,8163,Pave,,Reg,NAmes,1Fam,SLvl,5,6,1959,1959,Gable,1144,SBrkr,1144,0,1144,1,0,3,1,6,Attchd,1,796,86,0,143000
948,RL,85,14536,Pave,,Reg,Timber,1Fam,1Story,8,5,2002,2003,Hip,1616,SBrkr,1629,0,1629,2,0,3,1,9,Attchd,3,808,0,0,270000
949,RL,65,14006,Pave,,IR1,CollgCr,1Fam,2Story,7,5,2002,2002,Gable,936,SBrkr,936,840,1776,2,1,3,1,7,Attchd,2,474,144,0,192500
950,RL,78,9360,Pave,,Reg,NWAmes,1Fam,1Story,6,7,1972,2006,Hip,1161,SBrkr,1381,0,1381,1,1,3,1,5,Attchd,2,676,0,0,197500
951,RL,60,7200,Pave,,Reg,NAmes,1Fam,1Story,5,8,1950,2002,Gable,864,SBrkr,864,0,864,1,0,3,1,5,Detchd,2,720,194,0,129000
952,RH,60,7800,Pave,,Reg,SawyerW,1Fam,1Story,5,5,1965,1965,Gable,828,SBrkr,965,0,965,1,0,3,1,6,Detchd,1,300,421,0,119900
953,RL,60,7200,Pave,,Reg,CollgCr,1Fam,SFoyer,5,8,1972,2003,Gable,768,SBrkr,768,0,768,1,0,2,1,5,Detchd,1,396,192,0,133900
954,RL,,11075,Pave,,IR1,Mitchel,1Fam,2Story,5,4,1969,1969,Gable,784,SBrkr,1168,800,1968,2,1,4,1,7,Attchd,2,530,305,0,172000
955,RL,35,9400,Pave,,IR1,Edwards,Duplex,SFoyer,6,5,1975,1975,Flat,945,SBrkr,980,0,980,2,0,4,0,4,,0,0,0,0,127500
956,RH,82,7136,Pave,,IR1,Crawfor,Duplex,2Story,6,6,1946,1950,Gable,979,FuseF,979,979,1958,2,0,4,2,8,Attchd,2,492,0,0,145000
957,RM,24,1300,Pave,,Reg,Blueste,TwnhsE,2Story,6,6,1980,1980,Gable,561,SBrkr,561,668,1229,1,1,2,1,5,Attchd,2,462,150,0,124000
958,RL,70,7420,Pave,,Reg,Sawyer,1Fam,1Story,5,5,1962,1962,Hip,1057,SBrkr,1057,0,1057,1,0,3,1,6,Detchd,2,576,0,0,132000
959,RL,65,8450,Pave,,Reg,CollgCr,1Fam,1Story,7,5,2003,2003,Gable,1337,SBrkr,1337,0,1337,2,0,3,1,6,Attchd,2,531,0,0,185000
960,FV,24,2572,Pave,,Reg,Somerst,Twnhs,2Story,7,5,1999,1999,Hip,696,SBrkr,696,720,1416,2,1,3,1,6,Detchd,2,484,0,0,155000
961,RL,50,7207,Pave,,IR1,BrkSide,1Fam,1Story,5,7,1958,2008,Gable,858,SBrkr,858,0,858,1,0,2,1,4,,0,0,117,0,116500
962,RL,,12227,Pave,,IR1,NWAmes,1Fam,2Story,6,7,1977,1995,Gable,1330,SBrkr,1542,1330,2872,2,1,4,1,11,Attchd,2,619,550,0,272000
963,RL,24,2308,Pave,,Reg,NPkVill,TwnhsE,2Story,6,6,1976,1976,Gable,804,SBrkr,804,744,1548,2,1,3,1,7,Detchd,2,440,48,0,155000
964,RL,122,11923,Pave,,IR1,CollgCr,1Fam,1Story,9,5,2007,2007,Gable,1800,SBrkr,1800,0,1800,2,0,2,1,7,Attchd,2,702,288,0,239000
965,RL,80,11316,Pave,,Reg,Timber,1Fam,2Story,7,5,2002,2003,Gable,817,SBrkr,824,1070,1894,2,1,4,1,8,BuiltIn,2,510,0,0,214900
966,RL,65,10237,Pave,,Reg,Gilbert,1Fam,2Story,6,5,2005,2007,Gable,783,SBrkr,783,701,1484,2,1,3,1,8,Attchd,2,393,0,0,178900
967,RL,130,9600,Pave,,IR1,Crawfor,1Fam,1.5Fin,5,7,1940,1950,Gable,728,SBrkr,976,332,1308,1,1,2,1,7,Detchd,1,256,0,0,160000
968,RL,,7390,Pave,,IR1,NAmes,1Fam,1Story,5,7,1955,1955,Hip,1098,SBrkr,1098,0,1098,1,0,3,1,6,Attchd,1,260,0,0,135000
969,RM,50,5925,Pave,,Reg,OldTown,1Fam,1.5Fin,3,6,1910,1950,Gable,600,SBrkr,600,368,968,1,0,2,1,6,,0,0,0,0,37900
970,RL,75,10382,Pave,,Reg,NAmes,2fmCon,SLvl,6,5,1958,1958,Hip,588,SBrkr,1095,0,1095,1,0,2,1,6,Attchd,1,264,0,0,140000
971,RL,60,10800,Pave,,Reg,NAmes,1Fam,1.5Fin,4,4,1949,1950,Gable,720,FuseA,720,472,1192,1,1,4,1,6,,0,0,0,0,135000
972,RL,36,2268,Pave,,Reg,NridgHt,Twnhs,2Story,7,5,2003,2004,Gable,764,SBrkr,764,862,1626,2,0,2,1,6,BuiltIn,2,474,0,0,173000
973,RL,55,7892,Pave,,Reg,SawyerW,TwnhsE,1Story,6,5,1979,1979,Gable,918,SBrkr,918,0,918,2,0,2,1,5,Attchd,1,264,28,0,99500
974,FV,95,11639,Pave,,Reg,Somerst,1Fam,1Story,7,5,2007,2008,Gable,1428,SBrkr,1428,0,1428,2,0,3,1,6,Attchd,2,480,0,0,182000
975,RL,60,11414,Pave,,IR1,BrkSide,1Fam,2Story,7,8,1910,1993,Gable,728,SBrkr,1136,883,2019,1,0,3,1,8,Detchd,2,532,509,0,167500
976,FV,,2651,Pave,,Reg,Somerst,Twnhs,2Story,7,5,2000,2000,Gable,673,SBrkr,673,709,1382,2,1,3,1,6,Detchd,2,490,153,0,165000
977,RL,51,5900,Pave,,IR1,BrkSide,1Fam,1Story,4,7,1923,1958,Gable,440,FuseA,869,0,869,1,0,2,1,4,,0,0,0,0,85500
978,FV,35,4274,Pave,Pave,IR1,Somerst,TwnhsE,1Story,7,5,2006,2007,Gable,1241,SBrkr,1241,0,1241,1,1,1,1,4,Attchd,2,569,0,0,199900
979,RL,68,9450,Pave,,Reg,Edwards,1Fam,1Story,4,5,1954,1954,Gable,894,SBrkr,894,0,894,1,0,3,1,5,Detchd,2,400,0,0,110000
980,RL,80,8816,Pave,,Reg,Sawyer,1Fam,1Story,5,6,1963,1963,Gable,1121,SBrkr,1121,0,1121,1,0,3,1,5,Detchd,2,480,0,0,139000
981,RL,,12122,Pave,,IR1,NAmes,1Fam,SFoyer,7,9,1961,2007,Gable,944,SBrkr,999,0,999,1,0,3,1,6,Attchd,2,588,144,0,178400
982,RL,98,12203,Pave,,IR1,NoRidge,1Fam,2Story,8,5,1998,1999,Hip,1225,SBrkr,1276,1336,2612,2,1,4,1,8,Attchd,3,676,250,0,336000
983,RL,43,3182,Pave,,Reg,Blmngtn,1Fam,1Story,7,5,2007,2007,Gable,1266,SBrkr,1266,0,1266,2,0,2,1,6,Attchd,2,388,100,0,159895
984,RL,,11250,Pave,,Reg,CollgCr,1Fam,2Story,8,5,2002,2002,Gable,1128,SBrkr,1149,1141,2290,2,1,4,1,9,Attchd,2,779,0,0,255900
985,RL,75,10125,Pave,,Reg,Mitchel,Duplex,1.5Fin,5,5,1977,1977,Gable,0,SBrkr,1302,432,1734,2,0,4,2,8,Attchd,2,539,0,0,126000
986,RL,68,10880,Pave,,Reg,Edwards,2fmCon,1Story,5,5,1950,1950,Gable,1164,SBrkr,1164,0,1164,1,0,3,1,5,Detchd,1,240,0,0,125000
987,RM,59,5310,Pave,,Reg,OldTown,1Fam,1.5Fin,6,8,1910,2003,Hip,485,SBrkr,1001,634,1635,1,0,2,1,5,Attchd,1,255,394,0,117000
988,RL,83,10159,Pave,,IR1,NridgHt,1Fam,1Story,9,5,2009,2010,Hip,1930,SBrkr,1940,0,1940,2,1,3,1,8,Attchd,3,606,168,0,395192
989,RL,,12046,Pave,,IR1,NWAmes,1Fam,2Story,6,6,1976,1976,Gable,848,SBrkr,1118,912,2030,2,1,4,1,8,Attchd,2,551,0,0,195000
990,FV,65,8125,Pave,,Reg,Somerst,1Fam,2Story,7,5,2006,2006,Gable,770,SBrkr,778,798,1576,2,1,3,1,6,Attchd,2,614,0,0,197000
991,RL,82,9452,Pave,,Reg,NoRidge,1Fam,2Story,8,5,1997,1998,Gable,1396,SBrkr,1407,985,2392,2,1,3,1,7,Attchd,3,870,0,0,348000
992,RM,121,17671,Pave,Grvl,Reg,OldTown,1Fam,2Story,8,9,1882,1986,Gable,916,SBrkr,916,826,1742,1,1,4,1,8,Attchd,2,424,0,0,168000
993,RL,80,9760,Pave,,Reg,NAmes,1Fam,2Story,6,8,1964,1993,Hip,822,SBrkr,1020,831,1851,2,1,3,1,7,Attchd,2,440,239,0,187000
994,RL,68,8846,Pave,,Reg,CollgCr,1Fam,2Story,6,5,2005,2006,Gable,750,SBrkr,750,750,1500,2,1,3,1,6,Attchd,2,564,0,0,173900
995,RL,96,12456,Pave,,Reg,NridgHt,1Fam,1Story,10,5,2006,2007,Hip,1700,SBrkr,1718,0,1718,2,0,3,1,7,Attchd,3,786,216,0,337500
996,RL,51,4712,Pave,,IR1,BrkSide,1Fam,1.5Fin,4,7,1946,1950,Gable,747,SBrkr,774,456,1230,1,1,3,1,5,Detchd,1,305,0,0,121600
997,RL,,10659,Pave,,IR1,NAmes,1Fam,1Story,5,6,1961,1961,Hip,1050,SBrkr,1050,0,1050,1,0,3,1,6,Attchd,1,368,0,0,136500
998,RL,,11717,Pave,,IR1,NWAmes,1Fam,1Story,6,6,1970,1970,Hip,1442,SBrkr,1442,0,1442,2,0,2,1,6,Attchd,2,615,371,0,185000
999,RM,60,9786,Pave,,Reg,IDOTRR,1Fam,1Story,3,4,1922,1950,Hip,1007,SBrkr,1077,0,1077,1,0,3,1,6,Detchd,1,210,0,0,91000
1000,RL,64,6762,Pave,,Reg,CollgCr,1Fam,1Story,7,5,2006,2006,Gable,1187,SBrkr,1208,0,1208,2,0,2,1,6,Attchd,2,632,105,0,206000
1001,RL,74,10206,Pave,,Reg,Edwards,1Fam,1Story,3,3,1952,1952,Flat,0,FuseF,944,0,944,1,0,2,1,4,Detchd,2,528,0,0,82000
1002,RL,60,5400,Pave,,Reg,OldTown,1Fam,1Story,5,6,1920,1950,Gable,691,FuseA,691,0,691,1,0,2,1,4,Detchd,1,216,0,0,86000
1003,RL,75,11957,Pave,,IR1,Somerst,1Fam,1Story,8,5,2006,2006,Gable,1574,SBrkr,1574,0,1574,2,0,3,1,7,Attchd,3,824,144,0,232000
1004,RL,,11500,Pave,,IR1,NWAmes,Duplex,1Story,5,6,1976,1976,Gable,1680,SBrkr,1680,0,1680,2,0,4,2,8,Detchd,2,528,0,0,136905
1005,RL,43,3182,Pave,,Reg,Blmngtn,TwnhsE,1Story,7,5,2005,2006,Gable,1346,SBrkr,1504,0,1504,2,0,1,1,7,Attchd,2,457,156,0,181000
1006,RL,65,8385,Pave,,Reg,CollgCr,1Fam,SLvl,5,8,1977,1977,Gable,985,SBrkr,985,0,985,2,0,3,1,6,Attchd,1,328,210,0,149900
1007,RL,,12155,Pave,,IR3,NAmes,1Fam,1Story,6,3,1970,1970,Gable,1657,SBrkr,1657,0,1657,2,0,3,1,7,Attchd,2,484,0,0,163500
1008,RM,21,2217,Pave,,Reg,MeadowV,TwnhsE,2Story,4,4,1970,1970,Gable,546,SBrkr,546,546,1092,1,1,3,1,6,Attchd,1,286,238,0,88000
1009,RL,43,12118,Pave,,IR1,Mitchel,1Fam,1Story,7,5,2004,2005,Hip,1710,SBrkr,1710,0,1710,2,0,3,1,7,Attchd,2,550,100,0,240000
1010,RL,60,6000,Pave,,Reg,SWISU,1Fam,1.5Fin,5,5,1926,1950,Gable,1008,SBrkr,1008,0,1522,2,0,4,1,7,,0,0,0,0,102000
1011,RL,115,21286,Pave,,Reg,Sawyer,1Fam,1.5Fin,5,5,1948,1950,Gable,720,SBrkr,720,551,1271,2,0,4,1,7,Attchd,1,312,0,0,135000
1012,RL,75,9825,Pave,,Reg,Edwards,Duplex,1Story,5,5,1965,1965,Hip,0,SBrkr,1664,0,1664,2,0,4,2,8,,0,0,0,0,100000
1013,RL,55,10592,Pave,,Reg,Crawfor,1Fam,2Story,6,7,1923,1996,Hip,602,SBrkr,900,602,1502,1,1,3,1,7,Detchd,1,180,96,0,165000
1014,RM,60,7200,Pave,,Reg,OldTown,1Fam,1Story,5,4,1910,2006,Hip,1022,SBrkr,1022,0,1022,1,0,2,1,4,Detchd,1,280,0,0,85000
1015,RL,60,11664,Pave,,Reg,NAmes,1Fam,1Story,6,5,1948,1950,Gable,1082,SBrkr,1082,0,1082,1,0,2,1,5,Detchd,1,240,0,0,119200
1016,RL,70,8400,Pave,,Reg,NWAmes,1Fam,2Story,8,6,2001,2001,Gable,810,SBrkr,810,855,1665,2,1,3,1,6,Attchd,2,528,0,0,227000
1017,RL,73,11883,Pave,,Reg,CollgCr,1Fam,1Story,7,5,1996,1996,Hip,1504,SBrkr,1504,0,1504,2,0,3,1,6,Attchd,2,478,115,0,203000
1018,RL,,5814,Pave,,IR1,StoneBr,TwnhsE,1Story,8,5,1984,1984,Gable,1220,SBrkr,1360,0,1360,1,0,1,1,4,Attchd,2,565,63,0,187500
1019,RL,,10784,Pave,,IR1,Gilbert,1Fam,SLvl,7,5,1991,1992,Gable,384,SBrkr,802,670,1472,2,1,3,1,7,Attchd,2,402,164,0,160000
1020,RL,43,3013,Pave,,Reg,Blmngtn,TwnhsE,1Story,7,5,2005,2005,Gable,1362,SBrkr,1506,0,1506,2,0,2,1,6,Attchd,2,440,142,0,213490
1021,RL,60,7024,Pave,,Reg,Edwards,1Fam,1Story,4,5,2005,2005,Gable,1132,SBrkr,1132,0,1132,1,1,2,1,5,Attchd,2,451,252,0,176000
1022,RL,64,7406,Pave,,Reg,CollgCr,1Fam,1Story,7,5,2006,2006,Gable,1199,SBrkr,1220,0,1220,2,0,2,1,6,Attchd,2,632,105,0,194000
1023,RM,52,9439,Pave,,Reg,OldTown,1Fam,1.5Fin,5,5,1930,1950,Gable,912,FuseA,912,336,1248,1,0,2,1,6,Detchd,1,160,0,0,87000
1024,RL,43,3182,Pave,,Reg,Blmngtn,TwnhsE,1Story,7,5,2005,2006,Gable,1346,SBrkr,1504,0,1504,2,0,2,1,7,Attchd,2,437,156,0,191000
1025,RL,,15498,Pave,,IR1,Timber,1Fam,1Story,8,6,1976,1976,Hip,1565,SBrkr,2898,0,2898,2,0,2,1,10,Attchd,2,665,0,0,287000
1026,RL,70,7700,Pave,,Reg,CollgCr,1Fam,1Story,5,5,1972,1972,Gable,882,SBrkr,882,0,882,1,0,3,1,5,Detchd,2,461,96,0,112500
1027,RL,73,9300,Pave,,Reg,NAmes,1Fam,1Story,5,5,1960,1960,Gable,1268,SBrkr,1264,0,1264,1,0,3,1,6,Attchd,2,461,0,0,167500
1028,RL,71,9520,Pave,,IR1,Timber,1Fam,1Story,8,5,2007,2008,Gable,1638,SBrkr,1646,0,1646,2,0,3,1,7,Attchd,3,800,192,0,293077
1029,RL,79,9492,Pave,,Reg,NAmes,1Fam,1.5Fin,5,5,1941,1950,Gable,768,SBrkr,968,408,1376,1,0,3,1,6,Attchd,1,240,0,0,105000
1030,RM,21,1680,Pave,,Reg,BrDale,Twnhs,2Story,6,7,1972,1972,Gable,672,SBrkr,672,546,1218,1,1,3,1,7,Detchd,1,264,0,0,118000
1031,RH,,7082,Pave,,Reg,SWISU,2fmCon,2Story,5,8,1916,1995,Gable,686,SBrkr,948,980,1928,2,0,5,2,10,,0,0,0,0,160000
1032,RL,102,15863,Pave,,Reg,SWISU,1Fam,2.5Fin,7,3,1920,1970,Gable,824,SBrkr,1687,998,3082,2,1,5,1,12,Basment,2,672,136,0,197000
1033,RL,,14541,Pave,,IR1,NoRidge,1Fam,2Story,8,7,1993,1993,Gable,1338,SBrkr,1352,1168,2520,2,1,5,1,10,Attchd,3,796,209,0,310000
1034,RL,,8125,Pave,,Reg,CollgCr,1Fam,1Story,7,5,2002,2002,Gable,1654,SBrkr,1654,0,1654,2,0,3,1,6,Attchd,3,900,0,0,230000
1035,RL,50,6305,Pave,,Reg,Crawfor,1Fam,1Story,5,7,1938,1950,Gable,920,SBrkr,954,0,954,1,0,2,1,5,Basment,1,240,0,0,119750
1036,RL,,11500,Pave,,IR1,Edwards,1Fam,1Story,4,3,1957,1957,Gable,0,SBrkr,845,0,845,1,0,3,1,5,Detchd,1,290,186,0,84000
1037,RL,89,12898,Pave,,IR1,Timber,1Fam,1Story,9,5,2007,2008,Hip,1620,SBrkr,1620,0,1620,2,0,2,1,6,Attchd,3,912,228,0,315500
1038,RL,,9240,Pave,,Reg,CollgCr,1Fam,2Story,8,5,2001,2002,Gable,1055,SBrkr,1055,1208,2263,2,1,3,1,7,BuiltIn,2,905,0,0,287000
1039,RM,21,1533,Pave,,Reg,MeadowV,Twnhs,2Story,4,6,1970,2008,Gable,546,SBrkr,798,546,1344,1,1,3,1,6,,0,0,0,0,97000
1040,RM,21,1477,Pave,,Reg,MeadowV,TwnhsE,SFoyer,4,4,1970,1970,Gable,630,SBrkr,630,0,630,1,0,1,1,3,Attchd,1,286,0,0,80000
1041,RL,88,13125,Pave,,Reg,Sawyer,1Fam,1Story,5,4,1957,2000,Gable,1134,SBrkr,1803,0,1803,2,0,3,1,8,Attchd,2,484,0,0,155000
1042,RL,,9130,Pave,,Reg,NWAmes,1Fam,2Story,6,8,1966,2000,Hip,800,SBrkr,800,832,1632,1,1,4,1,7,Attchd,2,484,0,0,173000
1043,RL,34,5381,Pave,,IR1,NridgHt,Twnhs,1Story,6,5,2005,2005,Gable,1306,SBrkr,1306,0,1306,2,0,1,1,5,Attchd,2,624,170,0,196000
1044,RL,86,11839,Pave,,Reg,SawyerW,1Fam,2Story,7,5,1990,1990,Hip,1475,SBrkr,1532,797,2329,2,1,4,1,10,Attchd,2,514,192,0,262280
1045,RL,80,9600,Pave,,Reg,NWAmes,1Fam,1Story,8,5,1981,1981,Hip,2524,SBrkr,2524,0,2524,2,1,4,1,9,Attchd,2,542,474,0,278000
1046,RL,,13680,Pave,,IR1,Edwards,1Fam,1Story,3,5,1955,1955,Hip,0,FuseA,1733,0,1733,2,0,4,1,8,Attchd,2,452,0,0,139600
1047,RL,85,16056,Pave,,IR1,StoneBr,1Fam,2Story,9,5,2005,2006,Hip,1992,SBrkr,1992,876,2868,3,1,4,1,11,BuiltIn,3,716,214,0,556581
1048,RL,57,9245,Pave,,IR2,CollgCr,1Fam,1Story,5,5,1994,1995,Gable,990,SBrkr,990,0,990,1,0,3,1,5,Detchd,2,672,0,0,145000
1049,RL,100,21750,Pave,,Reg,Mitchel,1Fam,1Story,5,4,1960,2006,Hip,0,SBrkr,1771,0,1771,1,0,3,1,9,Attchd,2,336,0,0,115000
1050,RL,60,11100,Pave,,Reg,Edwards,1Fam,1Story,4,7,1946,2006,Gable,0,SBrkr,930,0,930,1,0,2,1,6,Detchd,1,308,0,0,84900
1051,RL,73,8993,Pave,,IR1,Gilbert,1Fam,1Story,7,5,2007,2007,Gable,1302,SBrkr,1302,0,1302,2,0,3,1,6,Attchd,2,436,0,0,176485
1052,RL,103,11175,Pave,,IR1,CollgCr,1Fam,1Story,7,5,2007,2007,Gable,1316,SBrkr,1316,0,1316,2,0,3,1,6,Attchd,2,440,0,0,200141
1053,RL,100,9500,Pave,,Reg,NAmes,1Fam,2Story,6,6,1964,1978,Gable,816,SBrkr,1127,850,1977,1,1,4,1,9,Attchd,2,540,0,0,165000
1054,RL,68,8562,Pave,,Reg,Edwards,1Fam,1Story,5,6,1957,2002,Hip,1216,FuseA,1526,0,1526,1,0,4,1,7,Basment,1,364,116,0,144500
1055,RL,90,11367,Pave,,Reg,CollgCr,1Fam,2Story,8,5,2002,2002,Gable,1065,SBrkr,1091,898,1989,2,1,3,1,7,Attchd,2,586,199,0,255000
1056,RL,104,11361,Pave,,Reg,NWAmes,1Fam,1Story,6,5,1976,1976,Gable,1193,SBrkr,1523,0,1523,2,0,3,1,7,Attchd,2,478,0,0,180000
1057,RL,43,7052,Pave,,IR1,NridgHt,TwnhsE,1Story,7,5,2005,2005,Gable,1364,SBrkr,1364,0,1364,2,0,2,1,6,Attchd,2,484,192,0,185850
1058,RL,,29959,Pave,,IR2,NoRidge,1Fam,2Story,7,6,1994,1994,Gable,973,SBrkr,979,871,1850,2,1,3,1,7,BuiltIn,2,467,168,0,248000
1059,RL,96,11308,Pave,,IR1,NridgHt,1Fam,2Story,9,5,2008,2008,Gable,1104,SBrkr,1130,1054,2184,2,1,3,1,10,Attchd,3,836,0,0,335000
1060,RL,,11275,Pave,,IR1,Crawfor,1Fam,1.5Fin,6,7,1932,1950,Gable,854,SBrkr,1096,895,1991,1,1,3,1,7,Detchd,2,432,0,0,220000
1061,RL,41,4920,Pave,,Reg,StoneBr,TwnhsE,1Story,8,5,2001,2001,Gable,1338,SBrkr,1338,0,1338,2,0,2,1,6,Attchd,2,582,0,0,213500
1062,C (all),120,18000,Grvl,,Reg,IDOTRR,1Fam,1Story,3,4,1935,1950,Gable,894,SBrkr,894,0,894,1,0,2,1,6,Detchd,3,1248,0,0,81000
1063,RM,85,13600,Pave,Grvl,Reg,OldTown,2fmCon,2Story,5,5,1900,1950,Gable,662,SBrkr,1422,915,2337,2,0,5,2,10,Detchd,2,560,0,0,90000
